lon,lat,type,loctype,address,north,south,east,west,uniqueLocation
178.065032,-17.713371,country,approximate,fiji,-12.2084957,-20.8998713,-177.8686523,176.7919922,Fiji
-78.67663739999999,35.7893925,establishment,rooftop,"3001-114 hillsborough st, raleigh, nc 27607, usa",35.79074148029149,35.78804351970849,-78.6752884197085,-78.6779863802915,Stanhrope
7.686864,45.0703393,administrative_area_level_3,approximate,"turin, metropolitan city of turin, italy",45.1402009,45.00677659999999,7.7733629,7.5778502,Turin
150.311944,-33.71250000000001,locality,approximate,"katoomba nsw 2780, australia",-33.6718098,-33.7360678,150.3300856,150.2608246,Katoomba
18.643501,60.12816100000001,country,approximate,sweden,69.0599709,55.0059799,24.1773101,10.5798,Sweden
15.2551187,54.5259614,continent,approximate,europe,65,34,55,-11,Europe
19.5033041,47.162494,country,approximate,hungary,48.585234,45.7370889,22.8965438,16.1133078,Hungary
145.7780548,-16.9185514,colloquial_area,approximate,"cairns qld, australia",-16.722394,-17.0386589,145.7834316,145.650457,"Cairns, QLD"
143.2333333,-11.9666667,establishment,approximate,"cape grenville, shelburne qld 4874, australia",-11.955751,-11.977582,143.2493407,143.2173259,"Cape Grenville, QLD"
142.5166667,-10.7,establishment,approximate,"cape york, somerset qld 4876, australia",-10.6890358,-10.7109638,142.5326741,142.5006593,"Cape York, QLD"
143.935319,-31.4266706,establishment,approximate,"darling river, new south wales, australia",-29.8780607,-34.1230535,146.3153013,141.852273,"Darling River, NSW"
145.1459464,-15.4410547,establishment,approximate,"endeavour river, cooktown qld 4895, australia",-15.3996127,-15.4736776,145.2480193,145.0576067,"Endeavour River, QLD"
143.26759,-26.6687818,locality,approximate,"eromanga qld 4480, australia",-25.2822449,-27.3233114,144.0812848,141.7041816,"Erromanga, QLD"
145.9943465,-16.9336669,establishment,approximate,"fitzroy island, qld 4871, australia",-16.9223173,-16.9434869,146.0051231,145.9827128,"Fitzroy Island, QLD"
151.6062265,-25.6297014,locality,approximate,"gayndah qld 4625, australia",-25.5829435,-25.6686196,151.6929829,151.5706233,"Gayndah, QLD"
145.463777,-14.6680433,establishment,approximate,"lizard island, lizard qld 4892, australia",-14.6463113,-14.6867167,145.4776128,145.4427182,Lizard Island
144.7851531,-20.7722295,colloquial_area,approximate,"north queensland, qld, australia",-18.1775381,-22.3741741,150.0051634,137.9955162,North Queensland
-84.8540982,32.8648522,locality,approximate,"pine mountain, ga 31822, usa",32.8813759,32.8300281,-84.8365369,-84.869849,Pine Mountain
150.51896,-23.4308044,locality,approximate,"port curtis qld 4700, australia",-23.3769184,-23.4624594,150.589551,150.498078,Port Curtis
142.7027956,-20.9175738,administrative_area_level_1,approximate,"queensland, australia",-9.210063,-29.1778976,153.6497891,137.9959572,Queensland
142.9747276,-9.8043332,establishment,approximate,"tudu island, queensland 4805, australia",-9.7949083,-9.808088000000001,142.9773259,142.9719914,"Warrior Island, QLD"
152.7676633,-25.2881539,colloquial_area,approximate,"hervey bay qld 4655, australia",-25.2434909,-25.3372853,152.9143989,152.699347,"Wide Bay, QLD"
151.6963518,-32.8478407,establishment,geometric_center,"ash island bridge, millams rd, hexham nsw 2322, australia",-32.8464917197085,-32.8491896802915,151.6977007802915,151.6950028197085,"Ash Island, NSW"
115.4022706,-20.7804342,establishment,approximate,"barrow island, wa 6712, australia",-20.6655979,-20.8948111,115.47691880000001,115.306821,Barrow Island
142.8198819,-10.1464511,establishment,approximate,"bet islet, queensland, australia",-10.1445426,-10.147505,142.8250473,142.8152231,"Bet Island, QLD"
153.0251235,-27.4697707,colloquial_area,approximate,"brisbane qld, australia",-26.9968449,-27.7674409,153.3178702,152.6685227,"Brisbane, QLD"
149.75,-22.1666667,establishment,approximate,"broad sound, the percy group qld 4707, australia",-22.156333,-22.1769996,149.7660074,149.7339926,"Broad Sound, QLD"
146.9222222,-19.2180556,establishment,approximate,"cleveland bay, queensland 4805, australia",-19.2075191,-19.2285914,146.9382296,146.9062148,"Cleveland Bay, QLD"
150.072147,-24.972783,establishment,approximate,"dawson river, queensland 4719, australia",-24.930054,-25.0071982,150.0837724,150.0259466,"Dawson River, QLD"
151.1215415,-25.3722214,locality,approximate,"eidsvold qld 4627, australia",-25.2368736,-25.4998683,151.186726,150.9343652,"Eidsvold, QLD"
152.9205918,-27.0946084,administrative_area_level_2,approximate,"moreton bay, qld, australia",-26.79227,-27.4223752,153.2073851,152.6511888,"Moreton Bay, QLD"
146.5392256,-18.689428500000002,locality,approximate,"palm island qld 4816, australia",-18.5111095,-18.8803659,146.7325211,146.4471062,"Palm Island, QLD"
150.2638183,-21.6567612,establishment,geometric_center,"percy isles national park, the percy group qld 4707, australia",-21.6554122197085,-21.6581101802915,150.2651672802915,150.2624693197085,"Percy Island, QLD"
150.510016,-23.3790772,locality,approximate,"rockhampton city qld 4700, australia",-23.3689069,-23.3900786,150.5206651,150.499348,"Rockhampton, QLD"
147.368537,-35.104924,establishment,rooftop,"114 fitzmaurice st, wagga wagga nsw 2650, australia",-35.1035750197085,-35.10627298029149,147.3698859802915,147.3671880197085,"South Country, NSW"
142.7027956,-20.9175738,administrative_area_level_1,approximate,"queensland, australia",-9.210063,-29.1778976,153.6497891,137.9959572,South QLD
142.2193906,-10.5799169,establishment,approximate,"thursday island qld 4875, australia",-10.5340282,-10.6010815,142.2786487,142.1961023,"Thursday Island, QLD"
148.9492902,-32.5520391,colloquial_area,approximate,"wellington nsw 2820, australia",-32.5327508,-32.5776616,148.9789631,148.9286776,"Wellington Valley, NSW"
149.266667,-34.783333,locality,approximate,"gunning nsw 2581, australia",-34.7277801,-34.838477,149.3142347,149.2153377,"Gunning, NSW"
150.510016,-23.3790772,locality,approximate,"rockhampton city qld 4700, australia",-23.3689069,-23.3900786,150.5206651,150.499348,"Rockhampton, Queensland"
150.9320334,-31.092748,locality,approximate,"tamworth nsw 2340, australia",-31.0840294,-31.1019501,150.9413105,150.9228177,Tamworth New South Wales
30.802498,26.820553,country,approximate,egypt,31.8122,21.9999999,37.0569,24.696775,Egypt
8.227511999999999,46.818188,country,approximate,switzerland,47.8084546,45.81792,10.4923401,5.95608,"Helvetia, Switzerland"
150.8434913,-34.5232248,establishment,approximate,"lake illawarra, new south wales, australia",-34.483603,-34.5613788,150.8878287,150.7955878,"Illawarra, NSW"
14.4699827,47.3593442,administrative_area_level_1,approximate,"styria, austria",47.82789,46.61163,16.17014,13.56417,Styrian Alps
34.508523,-8.783195,continent,approximate,africa,33.8352384,-29.3041736,59.31900329999999,-12.1360704,Africa
NA,NA,NA,NA,NA,NA,NA,NA,NA,Caffraria
8.3417006,4.9757165,locality,approximate,"calabar, nigeria",5.0384499,4.9107875,8.3734703,8.3072948,Calabar
18.4739882,-34.3568425,establishment,geometric_center,"cape of good hope, cape point rd, cape town, 8001, south africa",-34.3546652,-34.3587376,18.4795405,18.4696221,"Cape of Good Hope, South Africa"
21.758664,-4.038333,country,approximate,democratic republic of the congo,5.3920029,-13.4590349,31.314612,12.1454,Congo
-9.696645,9.945587,country,approximate,guinea,12.6748616,7.190909099999999,-7.637853,-15.282,Guinea
46.869107,-18.766947,country,approximate,madagascar,-11.4369999,-26.2146,50.9985001,42.7368,Madagascar
57.55215200000001,-20.348404,country,approximate,mauritius,-18.7763,-21.637,59.5844,55.7666,Mauritius
-35.200916,-5.7792569,locality,approximate,"natal, state of rio grande do norte, brazil",-5.7007113,-5.8991266,-35.1530722,-35.2914161,Natal
-11.779889,8.460555,country,approximate,sierra leone,9.9999737,6.8446,-10.2716829,-13.4032999,Sierra Leone
22.937506,-30.559482,country,approximate,south africa,-22.1254239,-47.1313489,38.2216904,16.2816999,South Africa
38.996815,34.80207499999999,country,approximate,syria,37.318693,32.311136,42.376309,35.62869999999999,Syria
-81.1830974,43.2325617,establishment,rooftop,"4675 3 line, st. marys, on n4x 1c6, canada",43.2339106802915,43.2312127197085,-81.1817484197085,-81.1844463802915,Transvaal
151.2092955,-33.8688197,colloquial_area,approximate,"sydney nsw, australia",-33.5781409,-34.118347,151.3430209,150.5209286,Sydney
3.0587561,36.753768,political,approximate,"algiers, sidi m'hamed, algeria",36.7587844,36.7488675,3.0616236,3.0540584,"Algiers, Algeria"
-89.9742797,35.1377177,establishment,rooftop,"2600 poplar ave #115, memphis, tn 38112, usa",35.1390666802915,35.1363687197085,-89.97293071970849,-89.9756286802915,Abyssinia
128.1054495,-3.6255302,establishment,approximate,"ambon island, maluku, indonesia",-3.4902418,-3.7943351,128.3575005,127.917093,Amboina
-73.97710359999999,40.7632947,establishment,rooftop,"58 w 56th st, new york, ny 10019, usa",40.7646436802915,40.7619457197085,-73.9757546197085,-73.9784525802915,Bengal
-51.92528,-14.235004,country,approximate,brazil,5.2717863,-34.0891,-28.650543,-73.9828169,Brazil
18.4739882,-34.3568425,establishment,geometric_center,"cape of good hope, cape point rd, cape town, 8001, south africa",-34.3546652,-34.3587376,18.4795405,18.4696221,Cape of Good Hope
120.5279,-1.8479,establishment,approximate,"sulawesi, indonesia",1.751749,-5.702712,125.2474229,118.754871,Celebes
80.77179699999999,7.873053999999999,country,approximate,sri lanka,10.03377,5.6816,82.14479999999999,79.26769999999999,Ceylon
104.195397,35.86166,country,approximate,china,53.5609739,17.9996,134.7754563,73.4994136,China
15.2551187,54.5259614,continent,approximate,europe,65,34,55,-11,Europe?
-82.9000751,32.1656221,administrative_area_level_1,approximate,"georgia, usa",35.0006589,30.3555908,-80.751429,-85.6051649,Georgia
83.9310623,28.5983159,establishment,approximate,himalayas,33.9119325,26.8598086,95.6626083,75.5218611,Himalaya
78.96288,20.593684,country,approximate,india,35.513327,6.4626999,97.39535869999999,68.1097,India
138.252924,36.204824,country,approximate,japan,45.6412626,20.3585295,154.0031455,122.8554688,Japan
80.2707184,13.0826802,locality,approximate,"chennai, tamil nadu, india",13.2611661,12.8338848,80.33632279999999,80.0817007,Madras
120.9842195,14.5995124,locality,approximate,"manila, metro manila, philippines",14.6390175,14.5539791,121.0261686,120.932951,Manilla
-102.552784,23.634501,country,approximate,mexico,32.7186534,14.3895,-86.5887,-118.6523001,Mexico
-80.0494982,40.3553473,locality,approximate,"mt lebanon, pa, usa",40.401969,40.3510689,-80.018075,-80.0836728,Mount Lebanon
77.1461396,12.2601557,colloquial_area,approximate,south india,19.916715,6.753497899999999,94.30150599999999,71.8844221,South India
-61.222503,10.691803,country,approximate,trinidad and tobago,11.4004,9.9930001,-60.45089989999999,-61.9725001,Trinidad
101.090109,4.5921126,administrative_area_level_1,approximate,"perak, malaysia",5.93451,3.6677618,101.7526549,100.3613319,Perak
175.8497288,-36.9960637,locality,approximate,"tairua, new zealand",-36.9856135,-37.0514814,175.87243,175.8180171,"Tairua, NZ"
-79.5455874,44.3451904,establishment,rooftop,"777 carniola dr, innisfil, on l9s 2j1, canada",44.3465393802915,44.3438414197085,-79.54423841970849,-79.5469363802915,Carniola
99.1966559,61.01370970000001,colloquial_area,approximate,"siberia, russia",81.2663089,42.2876587,-168.9996789,57.1300707,Siberia
152.9993386,-28.6809564,establishment,approximate,"richmond river, new south wales, australia",-28.3434539,-29.0986126,153.6042188,152.6853649,"Richmond River, NSW"
151.2151164,-33.7806576,establishment,approximate,"bantry bay, new south wales 2087, australia",-33.77936751970849,-33.78206548029149,151.2164308302915,151.2137328697085,"Bantry Bay, NSW, Australia"
145.8401709,-31.4949304,locality,approximate,"cobar nsw 2835, australia",-31.1416063,-31.8270255,146.1961769,145.392594,"Cobar, NSW Australia"
16.3738189,48.2081743,locality,approximate,"vienna, austria",48.3230999,48.1182699,16.5774999,16.18262,"Vienna, Austria"
175.8497288,-36.9960637,locality,approximate,"tairua, new zealand",-36.9856135,-37.0514814,175.87243,175.8180171,"Tairua, New Zealand"
150.072147,-24.972783,establishment,approximate,"dawson river, queensland 4719, australia",-24.930054,-25.0071982,150.0837724,150.0259466,Dawson River
-118.0019482,34.1442616,locality,approximate,"monrovia, ca, usa",34.194181,34.102902,-117.941536,-118.022046,Monrovia
138.62283,-35.24631,locality,approximate,"the range sa 5172, australia",-35.2128886,-35.2655299,138.6541561,138.5858835,"Mount Lady Range, South Australia"
148.2635987,-36.45589750000001,establishment,approximate,"mt kosciuszko, kosciuszko national park nsw 2627, australia",-36.4469224,-36.4648715,148.2796061,148.2475913,"Kosciusko, NSW"
-117.6589752,34.2363809,locality,approximate,"mt baldy, ca 91759, usa",34.2412448,34.229489,-117.6458447,-117.663778,"Mt Baldy, VIC"
121.6283098,-27.6728168,administrative_area_level_1,approximate,"western australia, australia",-13.6105008,-35.2132016,129.0018535,112.7604507,"Canning Ranges, WA"
116.058,-31.974,locality,approximate,"kalamunda wa 6076, australia",-31.9573135,-31.9911095,116.0865552,116.0309894,Kalamunda
-94.6821806,39.1950029,locality,approximate,"parkville, mo, usa",39.2543689,39.169003,-94.65205700000001,-94.77063679999999,Parkville
138.7216521,-35.0433373,locality,approximate,"longwood sa 5153, australia",-35.0356675,-35.0491038,138.734191,138.7070603,"Longwood, SA"
138.6197818,-35.3594672,locality,approximate,"mount compass sa 5210, australia",-35.31719,-35.3969259,138.646203,138.5398805,Mt Compass
138.708631,-34.9735979,establishment,approximate,"mount lofty, cleland sa 5152, australia",-34.9644544,-34.9827404,138.7246384,138.6926236,Mt Lofty Ranges
142.9316441,-37.2846464,locality,approximate,"ararat vic 3377, australia",-37.2029581,-37.3287989,143.081041,142.8784235,"Ararat, VIC"
143.9988766,-37.5295427,locality,approximate,"bullarook vic 3352, australia",-37.476078,-37.541244,144.0335979,143.9757089,Bullarook Forest
147.4627259,-37.5831982,colloquial_area,approximate,"gippsland, vic, australia",-36.6124369,-39.1365809,149.9762909,145.108231,"Gippsland, VIC"
-77.29887459999999,43.0692299,locality,approximate,"macedon, ny 14502, usa",43.077825,43.058738,-77.2894378,-77.317724,Macedon
144.0703067,-36.9979354,locality,approximate,"maldon vic 3463, australia",-36.9468387,-37.0470899,144.1279345,144.027262,"Maldon, VIC"
143.868889,-36.576389,locality,approximate,"inglewood vic 3517, australia",-36.5364378,-36.6489271,143.9152908,143.7676599,"Inglewood, Wimmera, VIC"
145.385,-37.783,locality,approximate,"mount evelyn vic 3796, australia",-37.7641009,-37.8087849,145.418644,145.3593811,"Mt Evelyn, Gippsland"
121.6283098,-27.6728168,administrative_area_level_1,approximate,"western australia, australia",-13.6105008,-35.2132016,129.0018535,112.7604507,Western Australia
117.883959,-35.0275298,locality,approximate,"albany wa 6330, australia",-35.0183878,-35.03774629999999,117.8966316,117.8717321,"Albany, WA"
117.9733333,-35.0458333,establishment,approximate,"king george sound, western australia, australia",-35.0366978,-35.0549678,117.9893407,117.9573259,"King George Sound, WA"
135.8611498,-34.7239963,locality,approximate,"port lincoln sa 5606, australia",-34.6874142,-34.7700617,135.8943714,135.8106056,"Port Lincoln, SA"
146.6877247,-36.3533015,locality,approximate,"beechworth vic 3747, australia",-36.246224,-36.4216092,146.7619779,146.5579662,"Beechworth, VIC"
150.45,-34.45,locality,approximate,"mittagong nsw 2575, australia",-34.4223803,-34.5111827,150.5441726,150.3975474,Mittagong
149.5733291,-32.6144566,locality,approximate,"mudgee nsw 2850, australia",-32.5713535,-32.6539627,149.6091869,149.5470486,Mudgee
149.972988,-33.3565537,locality,approximate,"portland nsw 2847, australia",-33.2992811,-33.4133603,150.03815,149.9125565,"Portland, NSW"
151.2092955,-33.8688197,colloquial_area,approximate,"sydney nsw, australia",-33.5781409,-34.118347,151.3430209,150.5209286,"Sydney, NSW"
148.4369176,-36.4414147,establishment,approximate,"thredbo river, new south wales, australia",-36.33944,-36.5712724,148.6229664,148.2576566,Thredbo River
-104.718571,38.862127,establishment,rooftop,"2121 waynoka rd, colorado springs, co 80915, usa",38.8634759802915,38.8607780197085,-104.7172220197085,-104.7199199802915,Woodford
116.171,-31.897,locality,approximate,"mundaring wa 6073, australia",-31.8841983,-31.956618,116.2037585,116.1303579,Mundarring WA
132.5509603,-19.4914108,administrative_area_level_1,approximate,"northern territory, australia",-10.809854,-25.9986183,138.0011997,129.0004761,Northern Territory
115.210585,-28.6856753,locality,approximate,"tenindewa wa 6632, australia",-28.4097929,-28.7377897,115.4523131,115.1782606,Tenindewa WA
150.283611,-33.635556,locality,approximate,"blackheath nsw 2785, australia",-33.6000929,-33.6780759,150.3335246,150.2353023,"Blackheath, NSW"
150.3037323,-33.409983,establishment,approximate,"blue mountains, new south wales, australia",-32.7605526,-33.9406063,150.684825,149.9082138,"Blue Mountains, NSW"
121.9302449,-33.8530186,establishment,approximate,"esperance bay, western australia, australia",-33.8334889,-33.87258,121.9822924,121.893972,"Esperance Bay, WA"
151.001111,-33.815,locality,approximate,"parramatta nsw 2150, australia",-33.803202,-33.826719,151.0292114,150.9882541,"Parramatta, NSW"
137.2142417,-35.7752426,establishment,approximate,"kangaroo island, south australia, australia",-35.561188,-36.0749709,138.134906,136.5329419,"Kangaroo Island, SA"
135.6762704,-34.1430867,locality,approximate,"yeelanna sa 5632, australia",-34.0483441,-34.1716643,135.7779329,135.6072905,"Yeelanna, SA"
117.2418909,-31.6362921,locality,approximate,"cunderdin wa 6407, australia",-31.4845987,-31.7885423,117.3760337,117.1681821,"Cunderdin, WA"
117.71,-31.63,locality,approximate,"kellerberrin wa 6410, australia",-31.5313448,-31.7162368,117.8147705,117.6041849,"Kellerberrin, WA"
115.511944,-28.536944,locality,approximate,"mullewa wa 6630, australia",-28.3686478,-28.6140951,115.6948796,115.4344745,Mullewa
115.865,-32.219,locality,approximate,"anketell wa 6167, australia",-32.2078075,-32.231164,115.8842815,115.8484049,"Ankertell, WA"
116.926,-32.109,locality,approximate,"beverley wa 6304, australia",-31.9917814,-32.196354,117.0752924,116.7159852,"Beverley, WA"
144.9574882,-37.8058178,establishment,rooftop,"268 victoria st, north melbourne vic 3051, australia",-37.8044688197085,-37.8071667802915,144.9588371802915,144.9561392197085,"Hal-lah, VIC"
144.7851531,-37.4713077,administrative_area_level_1,approximate,"victoria, australia",-33.9806474,-39.18316069999999,150.0169685,140.9616819,"Mallee District, VIC"
-95.9093537,36.15956329999999,establishment,rooftop,"28 s lakewood ave, tulsa, ok 74112, usa",36.1609122802915,36.1582143197085,-95.90800471970849,-95.91070268029151,CFS
121.8896205,-33.8608027,locality,approximate,"esperance wa 6450, australia",-33.8525746,-33.8698654,121.9013537,121.8820771,Esperance WA
115.9575018,-31.8962877,establishment,approximate,"swan river, western australia, australia",-31.7278295,-32.0625233,116.0886704,115.7338502,"Swan River, WA"
151.1187,-33.7183,locality,approximate,"wahroonga nsw 2076, australia",-33.7011438,-33.7458628,151.1444889,151.0897837,"Wahroonga, NSW"
115.7439,-32.0569,locality,approximate,"fremantle wa 6160, australia",-32.0411841,-32.0639422,115.7797248,115.732195,"Fremantle, WA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,Conderin
117.896,-27.421,locality,approximate,"cue wa 6640, australia",-27.3975744,-27.4967421,117.932132,117.843102,"Cue, WA"
115.0427295,-28.6914007,locality,approximate,"eradu wa 6532, australia",-28.6388724,-28.7168036,115.1088278,115.0176842,"Eradu, WA"
121.466,-30.749,colloquial_area,approximate,"kalgoorlie - boulder wa, australia",-30.702938,-30.8032417,121.5168186,121.4123221,"Kalgoorlie, WA"
116.171,-31.897,locality,approximate,"mundaring wa 6073, australia",-31.8841983,-31.956618,116.2037585,116.1303579,Mundaring
149.5775008,-33.4192822,locality,approximate,"bathurst nsw 2795, australia",-33.4036917,-33.4342572,149.5946627,149.5617663,"Bathurst, NSW"
114.6149715,-28.7773715,locality,approximate,"geraldton wa 6530, australia",-28.762781,-28.78863249999999,114.6261428,114.596259,"Geraldton, WA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,Occidentalis
117.2418909,-31.6362921,locality,approximate,"cunderdin wa 6407, australia",-31.4845987,-31.7885423,117.3760337,117.1681821,"Cundendin, WA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,Locality unknown
115.210585,-28.6856753,locality,approximate,"tenindewa wa 6632, australia",-28.4097929,-28.7377897,115.4523131,115.1782606,Tenindewa
138.6007456,-34.9284989,colloquial_area,approximate,"adelaide sa, australia",-34.652564,-35.3489699,138.7801898,138.4421299,"Adelaide, SA"
144.6972774,-37.3663141,administrative_area_level_2,approximate,"macedon ranges, vic, australia",-37.0991296,-37.5677945,144.9210205,144.3103997,"Macedon Range, VIC"
145.1061927,-37.7309379,establishment,approximate,"plenty river, victoria, australia",-37.71188739999999,-37.7510558,145.1155133,145.093449,River Plenty South Morang
138.616667,-35.55,locality,approximate,"victor harbor sa 5211, australia",-35.5253455,-35.5688068,138.6320939,138.5905017,"Victor Harbour, SA"
145.0399797,-37.336023,locality,approximate,"wandong vic 3758, australia",-37.3153007,-37.3905167,145.0731853,144.9746286,"Wandong Range, VIC"
150.4892292,-35.0810677,administrative_area_level_2,approximate,"shoalhaven, nsw, australia",-34.6390595,-35.6446183,150.8499262,149.9773002,"Shoalhaven, NSW"
-122.434266,47.0897593,establishment,rooftop,"18407 pacific ave s # 12, spanaway, wa 98387, usa",47.0911082802915,47.0884103197085,-122.4329170197085,-122.4356149802915,"Condon, WA"
144.2793906,-36.7570157,locality,approximate,"bendigo vic 3550, australia",-36.7417838,-36.7705759,144.2981681,144.2621358,"Bendigo, VIC"
146.921099,-31.2532183,administrative_area_level_1,approximate,"new south wales, australia",-28.15702,-37.5052801,159.1054441,140.9992793,"Broken River, Bermulla district, NSW"
145.0893126,-37.1144599,locality,approximate,"tallarook vic 3659, australia",-37.0539046,-37.2060961,145.2412688,145.0312184,Tallarook
116.0827607,-31.9226334,locality,approximate,"darlington wa 6070, australia",-31.899323,-31.9494416,116.1046719,116.0576974,"Darlington, WA"
-97.67250849999999,30.20466649999999,establishment,rooftop,"3400 spirit of texas dr #250, austin, tx 78719, usa",30.20601548029149,30.2033175197085,-97.67115951970848,-97.67385748029149,SWA
149.219061,-31.2733434,locality,approximate,"coonabarabran nsw 2357, australia",-31.188254,-31.336506,149.3726922,149.060902,"Coonabarabran, NSW"
9.501785,56.26392,country,approximate,denmark,58.02846,54.4317001,15.2298,7.855200099999999,Denmark
145.207,-38.081,locality,approximate,"sandhurst vic 3977, australia",-38.0731884,-38.0901963,145.2214696,145.1925629,Sandhurst Victoria
151.14676,-33.62562,locality,approximate,"berowra nsw 2081, australia",-33.6114896,-33.6446361,151.1771649,151.1296231,"Berowra, NSW"
151.341667,-33.426667,locality,approximate,"gosford nsw 2250, australia",-33.4084444,-33.439373,151.3517875,151.3294447,"Gosford, NSW"
151.20541,-33.83965,locality,approximate,"north sydney nsw 2060, australia",-33.8280792,-33.8451533,151.218628,151.2005425,North Sydney NSW
140.9090677,-35.2580422,locality,approximate,"pinnaroo sa 5304, australia",-35.1065249,-35.5368418,140.9665503,140.7520656,Pinnaroo
140.5095059,-35.149239,colloquial_area,approximate,"wirha, lameroo sa 5302, australia",-35.1401151,-35.1583619,140.5255133,140.4934985,Wirha
135.6762704,-34.1430867,locality,approximate,"yeelanna sa 5632, australia",-34.0483441,-34.1716643,135.7779329,135.6072905,Yeelanna
145.3476395,-37.8609139,establishment,geometric_center,"dandenong ranges national park, sassafras vic 3787, australia",-37.8595649197085,-37.8622628802915,145.3489884802915,145.3462905197085,"Dandenong Ranges, VIC"
145.6710457,-37.523331399999996,locality,approximate,"narbethong vic 3778, australia",-37.46056799999999,-37.6241954,145.7086239,145.550409,Narbethong
-95.712891,37.09024,establishment,geometric_center,"independence, ks 67301, usa",37.0915889802915,37.08889101970851,-95.71154201970849,-95.7142399802915,Victoria
115.973,-31.9,locality,approximate,"guildford wa 6055, australia",-31.8873816,-31.9067192,115.9891741,115.9581205,"Guildford, WA"
-95.712891,37.09024,doctor,geometric_center,"independence, ks 67301, usa",37.0915889802915,37.08889101970851,-95.71154201970849,-95.7142399802915,Harvey
115.867,-32.107,locality,approximate,"jandakot wa 6164, australia",-32.0817235,-32.1281837,115.900552,115.8490917,"Jandakot, WA"
115.8604572,-31.9505269,colloquial_area,approximate,"perth wa, australia",-31.6244855,-32.4556424,116.239023,115.6840483,Perth
115.863,-31.982,locality,approximate,"south perth wa 6151, australia",-31.9642021,-31.9886017,115.8833422,115.8447451,"South Perth, WA"
133.8807471,-23.698042,locality,approximate,"alice springs nt 0870, australia",-23.691614,-23.7070929,133.8859969,133.874263,"Alice Springs, NT"
150.6284922,-26.7553996,locality,approximate,"chinchilla qld 4413, australia",-26.6940394,-26.806372,150.6792518,150.5754198,"Chinchilla, QLD"
117.8833333,-34.6833333,establishment,approximate,"porongurup range, porongurup wa 6324, australia",-34.6741575,-34.6925081,117.8993407,117.8673259,"Porongorup Range, WA"
145.6877037,-28.0760962,locality,approximate,"cunnamulla qld 4490, australia",-27.717021,-28.3709931,146.3059108,145.271928,"Cunnamulla, QLD"
142.7027956,-20.9175738,administrative_area_level_1,approximate,"queensland, australia",-9.210063,-29.1778976,153.6497891,137.9959572,South Queensland
-122.7839549,53.904466,establishment,rooftop,"3330 22 ave, prince george, bc v2n 1p8, canada",53.9058149802915,53.9031170197085,-122.7826059197085,-122.7853038802915,New Caledonia - Kanada
11.2888015,46.7340955,administrative_area_level_2,approximate,"province of bolzano - south tyrol, italy",47.0917942,46.21976780000001,12.4775863,10.3817891,"Tyrol, Italy"
-66.58973,6.42375,country,approximate,venezuela,12.770409,0.5438179,-59.80378,-73.4255611,Venezuela
116.8763889,-20.6447222,establishment,approximate,"nickol bay, dampier archipelago wa 6713, australia",-20.6342804,-20.6551633,116.8923963,116.8603815,"Nichol Bay, WA"
